"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Jhonny Peralta","CLE","19","85","0","9","6","0","9.4%","29.4%",".066",".314",".211",".294",".276",".265","","55","-0.6","-5.3","0.5","-0.2","1738"
"Chris Young","ARI","22","90","2","11","7","2","6.7%","26.7%",".185",".255",".198",".261",".383",".282","","61","0.1","-4.2","-0.7","-0.2","3882"
"Michael Cuddyer","MIN","21","88","1","7","7","2","12.5%","17.0%",".092",".262",".224",".318",".316",".291","","72","0.0","-3.0","-2.6","-0.2","1534"
"Mark Ellis","OAK","18","69","0","6","9","2","7.2%","14.5%",".032",".245",".206",".265",".238",".234","","36","0.0","-5.5","0.5","-0.3","1443"
"Magglio Ordonez","DET","21","90","2","10","9","0","12.2%","16.7%",".076",".274",".241",".333",".316",".300","","76","-0.8","-3.5","-2.3","-0.3","248"
"J.J. Hardy","MIL","21","85","3","5","7","0","8.2%","22.4%",".130",".161",".156",".224",".286",".229","","31","-0.3","-7.5","2.1","-0.3","3797"
"Jason Giambi","OAK","17","75","1","10","8","0","8.0%","16.0%",".091",".245",".212",".307",".303",".283","","69","-0.1","-3.0","-2.4","-0.3","818"
"Jimmy Rollins","PHI","19","88","1","9","6","1","3.4%","13.6%",".085",".229",".207",".241",".293",".237","","35","-0.1","-7.0","1.4","-0.3","971"
"Dioner Navarro","TBR","18","74","1","7","3","1","1.4%","18.9%",".083",".211",".181",".192",".264",".199","","15","0.0","-7.8","1.8","-0.3","3179"
"Emmanuel Burriss","SFG","20","74","0","6","4","5","8.1%","18.9%",".015",".231",".182",".260",".197",".220","","27","0.8","-5.9","-0.3","-0.4","2917"
"Cody Ross","FLA","22","88","3","9","14","0","3.4%","25.0%",".145",".254",".217",".250",".361",".261","","51","-0.3","-5.6","-1.1","-0.4","1760"
"Jason Kendall","MIL","19","73","0","9","6","0","9.6%","6.8%",".017",".179",".169",".292",".186",".219","","25","-0.5","-7.3","1.0","-0.4","993"
"Carlos Guillen","DET","20","84","0","11","5","1","9.5%","15.5%",".054",".274",".230",".310",".284",".269","","55","-0.2","-4.9","-2.4","-0.4","1079"
"Mike Aviles","KCR","21","80","1","7","7","0","2.5%","21.3%",".105",".237",".197",".215",".303",".225","","27","0.3","-7.0","-0.3","-0.4","5986"
"Derrek Lee","CHC","19","83","1","7","10","0","8.4%","16.9%",".095",".213",".189",".253",".284",".242","","35","-0.1","-6.8","-0.6","-0.5","525"
"David Ortiz","BOS","22","100","0","10","12","0","8.0%","22.0%",".103",".290",".230",".290",".333",".275","","56","-0.8","-6.3","-2.6","-0.5","745"
"Conor Jackson","ARI","20","76","1","7","12","3","9.2%","13.2%",".072",".224",".203",".276",".275",".254","","42","1.2","-4.1","-3.9","-0.6","5997"
"Alexi Casilla","MIN","19","75","0","6","2","2","5.3%","17.3%",".043",".214",".174",".230",".217",".208","","17","0.5","-7.2","-1.8","-0.6","5248"
"Edwin Encarnacion","CIN","19","77","1","2","6","1","16.9%","24.7%",".063",".163",".127",".286",".190",".241","","37","-1.1","-7.0","-2.3","-0.7","2151"
"Ty Wigginton","BAL","20","82","1","4","8","1","4.9%","12.2%",".051",".224",".205",".244",".256",".221","","23","-1.4","-9.3","-2.9","-0.9","1491"
"Brian Giles","SDP","21","94","0","2","11","1","8.5%","12.8%",".023",".189",".163",".234",".186",".201","","20","-0.1","-9.3","-4.0","-1.0","990"
