"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Josh Phelps","TOR","22","95","1","11","9","0","6.3%","25.3%",".094",".350",".259",".337",".353",".307","","79","-0.5","-3.0","-2.2","-0.2","1318"
"Jimmy Rollins","PHI","19","82","0","5","3","1","9.8%","13.4%",".085",".213",".183",".263",".268",".242","","36","0.5","-6.3","1.6","-0.2","971"
"Edgardo Alfonzo","SFG","21","81","0","7","6","0","9.9%","3.7%",".068",".229",".219",".296",".288",".268","","56","-0.2","-4.7","-0.4","-0.2","859"
"Alex Gonzalez","FLA","22","81","2","7","5","0","4.9%","21.0%",".130",".207",".182",".222",".312",".227","","33","-0.4","-7.4","1.9","-0.3","520"
"Orlando Cabrera","MON","24","96","2","7","5","2","2.1%","5.2%",".096",".253",".255",".271",".351",".271","","54","-0.7","-6.4","0.2","-0.3","766"
"Mike Lieberthal","PHI","19","75","3","5","9","0","6.7%","14.7%",".174",".164",".174",".230",".348",".251","","42","-0.9","-6.6","0.8","-0.3","959"
"Marlon Byrd","PHI","20","85","0","6","4","2","7.1%","18.8%",".039",".279",".221",".294",".260",".258","","46","1.0","-4.9","-1.9","-0.4","950"
"Ken Griffey Jr.","CIN","20","92","3","12","13","1","10.9%","18.5%",".185",".246",".222",".315",".407",".318","","87","-0.3","-1.9","-5.2","-0.4","327"
"Tony Batista","MON","21","80","1","6","5","3","2.5%","13.8%",".064",".258",".231",".250",".295",".240","","34","0.0","-6.7","-0.2","-0.4","124"
"Tike Redman","PIT","21","98","0","8","6","0","1.0%","12.2%",".075",".253",".226",".229",".301",".227","","28","0.8","-8.3","0.7","-0.4","1003"
"Jason Phillips","NYM","21","80","0","7","5","0","12.5%","10.0%",".059",".180",".162",".275",".221",".238","","38","-0.9","-7.3","0.2","-0.4","892"
"Kevin Millar","BOS","19","88","2","7","7","0","6.8%","18.2%",".128",".246",".218",".295",".346",".286","","66","-0.8","-4.7","-3.0","-0.5","529"
"Bernie Williams","NYY","19","84","1","11","5","0","13.1%","19.0%",".097",".236",".194",".310",".292",".280","","66","-0.2","-3.9","-3.8","-0.5","857"
"A.J. Pierzynski","SFG","19","75","0","4","7","0","2.7%","8.0%",".014",".258",".236",".267",".250",".229","","31","-1.7","-8.4","0.8","-0.5","746"
"Derek Jeter","NYY","23","108","1","8","7","1","8.3%","14.8%",".063",".192",".168",".255",".232",".224","","29","-0.3","-10.1","0.9","-0.5","826"
"Wes Helms","MIL","21","74","1","9","5","0","5.4%","21.6%",".071",".264",".214",".257",".286",".243","","39","-0.5","-6.4","-4.1","-0.8","94"
