"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Omar Infante","DET","22","79","0","7","2","1","3.8%","13.9%",".066",".262",".224",".253",".289",".241","","43","0.1","-5.5","0.4","-0.2","1609"
"Fernando Vina","STL","18","94","1","12","9","3","3.2%","10.6%",".118",".227",".212",".269",".329",".265","","57","0.0","-5.2","-0.6","-0.3","1189"
"Fernando Tatis","MON","25","99","1","8","11","2","3.0%","20.2%",".085",".315",".255",".293",".340",".282","","62","-0.7","-5.5","-0.7","-0.3","798"
"Hideki Matsui","NYY","27","122","2","12","22","0","9.0%","13.1%",".109",".280",".255",".320",".364",".304","","83","-0.4","-2.9","-4.7","-0.3","1659"
"Paul Konerko","CHW","24","97","2","8","8","0","8.2%","10.3%",".138",".237",".230",".299",".368",".286","","68","-1.4","-5.4","-1.4","-0.3","242"
"Edgardo Alfonzo","SFG","23","105","2","9","8","1","11.4%","7.6%",".078",".160",".167",".276",".244",".247","","45","0.0","-7.4","0.3","-0.4","859"
"Deivi Cruz","BAL","22","86","2","6","11","0","1.2%","4.7%",".094",".177",".188",".198",".282",".208","","21","-0.1","-8.6","1.7","-0.4","1025"
"Travis Hafner","CLE","25","90","3","4","9","1","6.7%","26.7%",".183",".236",".195",".267",".378",".283","","70","-0.4","-3.8","-3.4","-0.4","1573"
"Matt Lawton","CLE","23","99","3","7","11","2","10.1%","9.1%",".128",".162",".174",".283",".302",".269","","61","-0.4","-5.2","-2.5","-0.4","390"
"Felipe Lopez","CIN","25","98","1","13","7","3","10.2%","23.5%",".093",".306",".233",".313",".326",".285","","66","-0.3","-4.5","-3.0","-0.4","1311"
"Mo Vaughn","NYM","25","87","3","10","15","0","12.6%","23.0%",".151",".235",".205",".322",".356",".297","","78","-0.1","-2.6","-5.1","-0.5","899"
"Carlos Pena","DET","22","78","1","3","3","1","9.0%","32.1%",".087",".250",".174",".256",".261",".238","","41","0.6","-5.1","-2.7","-0.5","934"
"Karim Garcia","CLE","20","84","5","8","12","0","6.0%","14.3%",".211",".164",".197",".250",".408",".275","","65","-0.2","-3.9","-4.2","-0.5","1537"
"Pokey Reese","PIT","25","89","1","8","12","2","4.5%","24.7%",".062",".300",".235",".264",".296",".243","","40","0.5","-6.4","-2.5","-0.6","1004"
"Miguel Tejada","OAK","27","122","4","11","13","1","5.7%","14.8%",".125",".156",".161",".230",".286",".224","","29","0.7","-10.1","-0.6","-0.6","941"
"Jermaine Dye","OAK","21","84","1","11","6","0","9.5%","19.0%",".095",".220",".189",".262",".284",".240","","40","-0.8","-7.1","-2.9","-0.7","911"
"Dmitri Young","DET","23","88","3","7","7","0","6.8%","20.5%",".123",".183",".173",".239",".296",".235","","39","-0.4","-7.2","-3.9","-0.8","505"
"Dean Palmer","DET","19","75","0","1","5","0","8.0%","30.7%",".030",".178",".119",".200",".149",".171","","-4","0.1","-9.7","-1.7","-0.9","482"
